,general_year,general_make,general_model,general_trim,general_fuelType,general_roofType,general_mileage,general_transmission,general_dashWarningLights,general_additionalWarranty,general_transferableWarranty,general_warrantyProvider,outside_liftgateOperation,outside_rustCorrosion,outside_bodyDentsDingsHailDamage,outside_collisionDamage,outside_paintFinish,outside_WindshieldGlass,outside_wiperBlades,outside_washerSprayNozzels,outside_driverSideMirror,outside_driverSideMirrorHeater,outside_passengerSideMirror,outside_passengerSideMirrorHeater,outside_driverFrontWindowGlass,outside_driverFrontWindowGlassOperation,outside_driverRearWindowGlass,outside_driverRearWindowGlassOperation,outside_passengerFrontWindowGlass,outside_passengerFrontWindowGlassOperation,outside_passengerRearWindowGlass,outside_passengerRearWindowGlassOperation,outside_driverPowerSlidingDoors,outside_passengerPowerSlidingDoors,outside_paintScratches,outside_additionalIssuesExterior,tires_driverFrontCondition,tires_driverFrontValveStemCondition,tires_driverFrontTreadDepth,tires_driverFrontPressure,tires_driverFrontBrakePad,tires_driverFrontBreakPadMeasurement,tires_driverFrontRotorCondition,tires_driverFrontSideSwayBar,tires_driverFrontShockStrut,tires_driverFrontCV,tires_driverRearCondition,tires_driverRearValveStemCondition,tires_driverRearTreadDepth,tires_driverRearPressure,tires_driverRearBrakePad,tires_driverRearBreakPadMeasurement,tires_driverRearRotorCondition,tires_driverRearSideSwayBar,tires_driverRearShockStrut,tires_driverRearCV,tires_passengerRearCondition,tires_passengerRearValveStemCondition,tires_passengerRearTreadDepth,tires_passengerRearPressure,tires_passengerRearBrakePad,tires_passengerRearBreakPadMeasurement,tires_passengerRearRotorCondition,tires_passengerRearSideSwayBar,tires_passengerRearShockStrut,tires_passengerRearCV,tires_passengerFrontCondition,tires_passengerFrontValveStemCondition,tires_passengerFrontTreadDepth,tires_passengerFrontBrakePad,tires_passengerFrontBreakPadMeasurement,tires_passengerFrontRotorCondition,tires_passengerFrontSideSwayBar,tires_passengerFrontShockStrut,tires_passengerFrontCV,tires_passengerFrontPressure,tires_aftermarketWheelsTires,tires_oemAvailable,tires_driverFrontTireCondition,tires_driverRearTireCondition,tires_passengerRearTireCondition,tires_passengerFrontTireCondition,tires_oemFactoryWheelsAvailable,tires_extraSetOfWheelsTiresAvailable,tires_secondSetOfTirePartOfDeal,tires_additionalIssuesTires,under_vehicle_frontDifferential,under_vehicle_frontDriveShaft,under_vehicle_transferCase,under_vehicle_rearDriveShaft,under_vehicle_rearDifferential,under_vehicle_mufflerExhaustTips,under_vehicle_additionalIssuesUnderVehicle,under_the_hood_batteryStrength,under_the_hood_engineOilLevel,under_the_hood_engineOilCondition,under_the_hood_powerSteeringFluid,under_the_hood_starter,under_the_hood_driveBelts,under_the_hood_radiatorHosesClamps,under_the_hood_coolantOverflowTank,under_the_hood_brakeFluid,under_the_hood_brakeMasterCylinder,under_the_hood_coolantStrength,under_the_hood_coolantStrengthMeasurement,under_the_hood_transmissionFluid,under_the_hood_waterPumpNoiseLeaks,under_the_hood_alternator,under_the_hood_fuelSystemOperation,under_the_hood_coolingFanOperation,under_the_hood_acCompressorOperation,under_the_hood_acSystemLeaks,under_the_hood_batteryRating,under_the_hood_batteryActualMeasurement,under_the_hood_visibleOilLeaks,under_the_hood_additionalIssuesUnderHood,lighting_interiorLights,lighting_headlightsLowBeam,lighting_headlightsHighBeam,lighting_frontDRL,lighting_frontSignalLights,lighting_sideMarkerLights,lighting_fogLights,lighting_reverseLights,lighting_rearSignalLights,lighting_emergency4WayFlashers,lighting_brakeLights,lighting_tailLights,lighting_licensePlateLight,lighting_additionalIssuesLighting,interior_navigationOperation,interior_audioSystem,interior_audioSteeringWheelControls,interior_cigaretteLighterPowerOutlets,interior_rearCamera,interior_carpetFloorMats,interior_odors,interior_rearWindowDefrostOperation,interior_seats,interior_seatBelts,interior_powerSeatOperation,interior_driverFrontSeatHeater,interior_driverRearSeatHeater,interior_passengerRearSeatHeater,interior_passengerFrontSeatHeater,interior_headrests,interior_dashboard,interior_rearViewMirror,interior_headliner,interior_sunroofOperation,interior_waterLeaks,interior_sunVisors,interior_driverFrontDoorTrim,interior_driverRearDoorTrim,interior_passengerFrontDoorTrim,interior_passengerRearDoorTrim,interior_gloveBoxCenterConsole,interior_steeringWheelSteeringColumn,interior_horn,interior_doorHandles,interior_hoodRelease,interior_trunkRelease,interior_fuelDoorRelease,interior_spareTire,interior_spareTireTools,interior_keyFobCondition,interior_numberOfKeysFobs,interior_numberOfWorkingKeysFobs,interior_acOperationBlowsCold,interior_gloveBox,interior_centerConsole,interior_steeringWheel,interior_carSmokedIn,interior_conditionOfSeats,interior_numberOfKeysFobsDeclared,interior_navigationEquipped,interior_rearCameraEquipped,interior_sunroofEquipped,interior_seatsMaterial,interior_additionalIssuesInterior,interior_evChargingKit,test_drive_engineRPMIdle,test_drive_engine3000RPM,test_drive_vibrationWhileDriving,test_drive_vibrationWhileBraking,test_drive_steeringWheelStraight,test_drive_alignmentCheck,test_drive_cruiseControl,test_drive_parkingBreak,test_drive_automaticManualTransmissionShift,test_drive_clutchOperationEngagement,test_drive_abnormalWindNoise,test_drive_alignment,test_drive_brakingSystem,test_drive_cabinHeatBlowsHot,test_drive_testDriveCompleted,test_drive_acOperationBlowsCold,test_drive_testDriveStatus,test_drive_additionalIssuesTestDrive,bid_start,created_at,vehicle_lead_source,seller_type,valuation_autozen_low,valuation_autozen_high,valuation_cbb_trade_in_low,valuation_cbb_trade_in_high,valuation_highest_bid_amount,valuation_seller_asking_price,valuation_starting_price,car_age,month_of_year,Predicted_75_lower_bound,Predicted_75_upper_bound,Predicted_price
37,2020,Tesla,Model 3,Long Range 4D Sedan AWD,electric,hardTop,27000.0,automatic,no,yes,yes,Tesla,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,notAvailable,,notAvailable,,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,no,ok,,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,serviceSuggested,notAvailable,ok,ok,serviceSuggested,ok,ok,ok,,,ok,serviceSuggested,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,1.0,no,yes,no,cloth,ok,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,serviceSuggested,ok,ok,ok,,ok,ok,,61501.0,2022-02-09 20:02:07,MQL,consumer,59710.0,65038.0,57971.0,63144.0,61900.0,,61501.0,3,2,56045.2095898815,62743.35127058351,61903.22
339,2017,Lexus,IS-Series,300 4D Sedan AWD at,gasoline,hardTop,31811.0,automatic,no,unknown,unknown,,ok,ok,serviceSuggested,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,serviceSuggested,,8.0,34.0,notAvailable,,ok,ok,ok,ok,serviceSuggested,,8.0,35.0,notAvailable,,ok,ok,ok,notAvailable,serviceSuggested,,8.0,35.0,notAvailable,,ok,ok,ok,notAvailable,ok,,8.0,notAvailable,,ok,ok,ok,ok,35.0,,,ok,ok,ok,ok,yes,yes,yes,,ok,,ok,,ok,notAvailable,,notAvailable,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,,,,ok,ok,ok,ok,ok,no,no,ok,,2.0,,ok,ok,ok,no,ok,4.0,no,no,no,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,31012.0,2021-10-01 16:17:58,MQL,consumer,31012.0,33772.0,28715.0,31270.0,32900.0,,31012.0,6,10,32931.34634824203,33052.68528444088,32925.555
821,2015,Acura,TLX,SH-AWD Tech 4D Sedan,hybrid,hardTop,103619.0,automatic,no,unknown,unknown,,ok,ok,serviceSuggested,ok,ok,serviceSuggested,,,serviceSuggested,,serviceSuggested,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,serviceSuggested,,10.0,35.0,serviceRequired,3.0,serviceSuggested,ok,ok,ok,serviceSuggested,,10.0,35.0,serviceRequired,2.0,notAvailable,notAvailable,ok,notAvailable,ok,,10.0,35.0,notAvailable,0.0,notAvailable,notAvailable,ok,notAvailable,ok,,10.0,serviceSuggested,4.0,serviceSuggested,ok,ok,ok,35.0,,,serviceSuggested,serviceSuggested,ok,serviceSuggested,yes,no,no,,notAvailable,,notAvailable,,notAvailable,notAvailable,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,15718.0,2021-11-10 20:31:03,MQL,consumer,15718.0,17139.0,14554.0,15869.0,18700.0,,15718.0,8,11,18700.191465870364,19084.607734692872,18668.15
1172,2014,Toyota,Corolla,LE 4D Sedan at,gasoline,hardTop,117805.0,automatic,no,unknown,unknown,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,7.0,26.0,ok,7.0,ok,ok,ok,ok,ok,ok,7.0,27.0,ok,7.0,ok,ok,ok,ok,ok,ok,7.0,27.0,ok,7.0,ok,ok,ok,ok,ok,ok,7.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,no,no,,,notAvailable,,notAvailable,,notAvailable,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,2.0,,ok,ok,ok,no,ok,2.0,yes,yes,yes,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,yes,ok,,,10900.0,2021-10-09 19:01:08,MQL,consumer,7532.0,8422.0,6974.0,7798.0,11250.0,,7532.0,9,10,11125.058100608767,11585.64924519879,11242.609
887,2016,Mazda,CX-5,GX 4D Utility FWD at,gasoline,hardTop,83004.0,automatic,yes,yes,yes,,notAvailable,ok,serviceRequired,serviceSuggested,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceRequired,,ok,,5.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,6.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,6.0,32.0,ok,7.0,ok,ok,ok,ok,serviceSuggested,,8.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,ok,,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,,1.0,,,ok,ok,no,ok,1.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,notAvailable,ok,ok,pullsRight,ok,ok,,ok,ok,ok,15623.0,2022-01-04 03:39:04,MQL,consumer,15168.0,16636.0,14726.0,16151.0,17500.0,,15623.0,7,1,17388.787737139624,19092.438759893783,17632.982
599,2015,Jeep,Wrangler,Sport 2D Utility 4WD,gasoline,softTop,69742.0,manual,,,,,ok,ok,serviceRequired,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,ok,ok,8.0,32.0,ok,8.0,ok,ok,ok,ok,ok,ok,9.0,33.0,serviceSuggested,3.0,ok,ok,ok,ok,ok,ok,9.0,32.0,serviceSuggested,3.0,ok,ok,ok,ok,ok,ok,8.0,ok,8.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,-45.0,notAvailable,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,ok,ok,,ok,,ok,notAvailable,ok,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,2.0,,,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,yes,ok,,,23850.0,2021-06-11 19:11:08,DDC,consumer,23850.0,25755.0,21903.0,23847.0,23655.0,25000.0,23850.0,8,6,23517.711099197084,24365.627617865168,23639.752
615,2019,Mini,Clubman,Cooper S ALL4 5D Hatchback,gasoline,hardTop,64517.0,automatic,no,yes,yes, ,ok,ok,serviceSuggested,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,notAvailable,notAvailable,notAvailable,serviceRequired,,ok,ok,7.0,32.0,ok,6.0,ok,ok,ok,ok,ok,ok,7.0,32.0,ok,8.0,ok,ok,ok,notAvailable,ok,serviceRequired,7.0,32.0,ok,8.0,ok,ok,ok,notAvailable,ok,ok,7.0,ok,7.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,,,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-51.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,ok,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,ok,1.0,,,,,,,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,no,ok,,,21792.0,2021-06-29 20:14:06,DDC,consumer,21792.0,23839.0,20178.0,22073.0,23000.0,31000.0,21792.0,4,6,22856.72310992514,24173.20244753445,22973.51
1125,2014,Chrysler,Town & Country,Limited 4D Wagon,gasoline,hardTop,101608.0,automatic,yes,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,ok,,10.0,32.0,ok,6.0,ok,notAvailable,ok,notAvailable,ok,,5.0,32.0,ok,5.0,ok,notAvailable,ok,notAvailable,ok,,5.0,32.0,ok,5.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,5.0,ok,6.0,ok,notAvailable,ok,notAvailable,32.0,,,ok,ok,ok,ok,yes,no,no,ok,notAvailable,,notAvailable,,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,,ok,,ok,ok,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,no,yes,no,cloth,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,12037.0,2022-02-22 00:17:04,DDC,consumer,11686.0,15340.0,11346.0,14893.0,12200.0,,12037.0,9,2,12080.484767543026,12461.623488993133,12143.031
968,2016,Nissan,Rogue,SV Special Edition 4D Utility AWD,gasoline,hardTop,130547.0,automatic,no,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,ok,serviceRequired,,4.0,32.0,serviceRequired,3.0,serviceSuggested,ok,ok,ok,serviceRequired,,3.0,32.0,serviceSuggested,4.0,serviceSuggested,notAvailable,ok,notAvailable,serviceSuggested,,3.0,32.0,serviceSuggested,4.0,serviceSuggested,notAvailable,ok,notAvailable,serviceRequired,,3.0,serviceSuggested,4.0,serviceSuggested,ok,ok,ok,32.0,,,serviceSuggested,serviceRequired,serviceRequired,serviceRequired,yes,no,no,,notAvailable,,notAvailable,,ok,ok,,ok,notAvailable,notAvailable,notAvailable,notAvailable,notAvailable,ok,ok,ok,,,,,,ok,,ok,,,,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,no,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,ok,14586.0,2022-02-28 01:29:20,MQL,consumer,14161.0,15479.0,13749.0,15028.0,15386.0,,14586.0,7,2,15289.455470104409,15374.328795944182,15405.241
203,2016,BMW,6 Series,650i xDrive 4D Gran Coupe,gasoline,hardTop,62336.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,serviceSuggested,,7.0,32.0,ok,8.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,10.0,32.0,ok,6.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,10.0,32.0,ok,6.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,6.0,ok,8.0,ok,notAvailable,ok,notAvailable,32.0,,,ok,ok,ok,ok,no,no,no,ok,notAvailable,,notAvailable,,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,no,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,2.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,40500.0,2022-03-11 23:09:11,DDC,consumer,37359.0,40853.0,38213.0,41605.0,39300.0,0.0,40500.0,7,3,39294.949521979215,39414.875580147665,39245.707
1196,2013,Subaru,BRZ,Base 2D Coupe 6sp,gasoline,hardTop,140307.0,manual,yes,no,no,,ok,ok,ok,ok,serviceSuggested,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,ok,,6.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,7.0,32.0,ok,6.0,ok,ok,ok,ok,ok,,3.0,32.0,ok,5.0,ok,ok,ok,ok,ok,,6.0,ok,6.0,ok,ok,ok,ok,32.0,,,ok,ok,serviceRequired,ok,yes,no,no,,notAvailable,,notAvailable,,ok,ok,,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,no,yes,yes,cloth,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,12200.0,2022-03-07 21:01:08,DDC,consumer,10259.0,11237.0,9960.0,10910.0,10567.0,15000.0,10567.0,10,3,10402.27754253168,10649.869081983275,10570.177
271,2016,Land Rover,Range Rover Sport,HSE 4D Utility,diesel,hardTop,100000.0,automatic,yes,no,no,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,ok,,7.0,32.0,notAvailable,0.0,notAvailable,serviceSuggested,ok,ok,ok,,6.0,32.0,notAvailable,0.0,notAvailable,notAvailable,ok,notAvailable,ok,,6.0,32.0,notAvailable,0.0,notAvailable,notAvailable,ok,notAvailable,ok,,7.0,notAvailable,0.0,notAvailable,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,ok,ok,,ok,,ok,ok,,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,,35739.0,2022-02-18 20:03:08,DDC,consumer,34698.0,89058.0,33687.0,86464.0,35739.0,,35739.0,7,2,35716.27682691918,36114.001119292145,35745.812
172,2018,Lexus,NX 300,4D Utility,gasoline,hardTop,30623.0,automatic,no,unknown,unknown,,notAvailable,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,serviceSuggested,,8.0,33.0,ok,5.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,8.0,33.0,ok,6.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,7.0,33.0,ok,6.0,ok,notAvailable,ok,notAvailable,serviceSuggested,,7.0,ok,5.0,ok,notAvailable,ok,notAvailable,33.0,,,ok,ok,ok,ok,yes,no,no,,ok,,ok,,ok,ok,,serviceRequired,ok,ok,ok,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,3.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,yes,ok,,,34516.0,2021-11-02 22:51:39,DDC,consumer,34516.0,37584.0,31959.0,34800.0,42000.0,,34516.0,5,11,41983.74482432987,42613.99002393756,41905.293
280,2021,Mazda,CX-30,GT 4D Utility AWD,gasoline,hardTop,3079.0,automatic,no,no,yes,,ok,ok,ok,ok,ok,ok,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,ok,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,ok,,ok,,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,no,yes,ok,,1.0,,,ok,ok,no,ok,1.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,ok,ok,ok,ok,,ok,ok,ok,35400.0,2022-01-05 00:02:07,DDC,consumer,33604.0,36581.0,32625.0,35516.0,35500.0,0.0,34612.0,2,1,35416.066932754045,35709.4275689695,35528.082
446,2019,Jeep,Compass,Limited 4D Utility 4WD,gasoline,hardTop,36950.0,automatic,no,yes,yes,Through dealership ,ok,ok,serviceSuggested,ok,ok,serviceSuggested,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,serviceSuggested,,serviceSuggested,ok,4.0,32.0,ok,5.0,ok,ok,ok,ok,serviceSuggested,ok,4.0,32.0,serviceSuggested,4.0,ok,ok,ok,notAvailable,serviceSuggested,ok,4.0,32.0,serviceSuggested,4.0,ok,ok,ok,notAvailable,serviceSuggested,ok,4.0,ok,5.0,ok,ok,ok,ok,32.0,,,serviceSuggested,serviceSuggested,serviceSuggested,serviceSuggested,yes,no,,,notAvailable,notAvailable,notAvailable,ok,ok,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,-40.0,ok,ok,ok,ok,ok,ok,ok,,,,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,notAvailable,ok,ok,ok,ok,ok,No,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,serviceSuggested,serviceSuggested,serviceSuggested,serviceSuggested,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,ok,ok,ok,no,serviceSuggested,2.0,,,,,,,ok,ok,notAvailable,notAvailable,ok,notAvailable,ok,ok,ok,notAvailable,ok,notAvailable,ok,ok,no,ok,,,27640.0,2021-07-28 19:01:05,DDC,consumer,27540.0,30034.0,25500.0,27809.0,27540.0,,27540.0,4,7,27624.582631872803,28287.18495816421,28239.012
193,2019,Toyota,Tacoma,SR5 Double Cab 4X4 V6 at,gasoline,hardTop,41701.0,automatic,no,no,no,,ok,ok,serviceSuggested,ok,serviceSuggested,serviceSuggested,,,ok,,ok,,,ok,,ok,,ok,,ok,notAvailable,notAvailable,serviceSuggested,ok,ok,,6.0,32.0,ok,9.0,ok,ok,ok,ok,ok,,5.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,5.0,32.0,ok,7.0,ok,ok,ok,ok,ok,,5.0,ok,9.0,ok,ok,ok,ok,32.0,,,ok,ok,ok,ok,yes,no,no,,notAvailable,,notAvailable,,ok,ok,ok,serviceRequired,ok,ok,notAvailable,ok,ok,ok,ok,ok,,,,,,ok,,ok,,,,,ok,,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,ok,ok,,ok,,ok,ok,ok,notAvailable,notAvailable,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,,,ok,ok,ok,ok,ok,yes,yes,ok,,1.0,,,ok,ok,no,ok,2.0,yes,yes,yes,leather,,,ok,ok,ok,ok,ok,ok,ok,ok,notAvailable,notAvailable,ok,ok,notAvailable,ok,,ok,ok,,44000.0,2021-12-08 14:02:03,MQL,consumer,44000.0,49242.0,41840.0,45594.0,40100.0,0.0,44000.0,4,12,40051.57550610355,40493.0846767258,40167.793
